rank,artist,title,region,spotify_uri,dominant_emotion,emotion_admiration,emotion_amusement,emotion_anger,emotion_annoyance,emotion_approval,emotion_caring,emotion_confusion,emotion_curiosity,emotion_desire,emotion_disappointment,emotion_disapproval,emotion_disgust,emotion_embarrassment,emotion_excitement,emotion_fear,emotion_gratitude,emotion_grief,emotion_joy,emotion_love,emotion_nervousness,emotion_optimism,emotion_pride,emotion_realization,emotion_relief,emotion_remorse,emotion_sadness,emotion_surprise,emotion_neutral,dominant_emotion_emotive,neutral_score
79,"Firdhaus, DIOR 大穎",在加納共和國離婚,Singapore,6GyUt7yJ0sOktc5HjvVnFh,neutral,0.0041,0.001,0.002,0.0068,0.09,0.0026,0.1011,0.2849,0.0017,0.0018,0.0037,0.0009,0.0004,0.0019,0.0012,0.0003,0.0003,0.0007,0.003,0.0005,0.0072,0.0001,0.0135,0.0003,0.0004,0.0013,0.003,0.6447,curiosity,0.6447
80,陈村长,爱怎么了,Singapore,0c9gjnRGBRke9VmLaZWmhM,sadness,0.0078,0.0042,0.0076,0.0127,0.0197,0.0244,0.0852,0.1452,0.0105,0.1433,0.0152,0.0033,0.0135,0.0037,0.0049,0.0031,0.0221,0.007,0.0521,0.0187,0.0073,0.0006,0.0236,0.0029,0.5691,0.7177,0.0051,0.0145,sadness,0.0145
81,The Marías,No One Noticed,Singapore,3siwsiaEoU4Kuuc9WKMUy5,disappointment,0.001,0.0018,0.0055,0.0421,0.0256,0.007,0.0083,0.0102,0.1366,0.3057,0.0597,0.0039,0.0041,0.0138,0.0086,0.0002,0.0037,0.0067,0.0134,0.0234,0.0121,0.0007,0.0343,0.0032,0.005,0.2176,0.0055,0.1563,disappointment,0.1563
82,Jay Chou,晴天,Singapore,5pIcwtJYNJx93l420oR2Vm,desire,0.0023,0.0021,0.0072,0.0203,0.0102,0.0091,0.0144,0.0253,0.5937,0.1751,0.0133,0.0078,0.0027,0.0065,0.0063,0.0007,0.005,0.0061,0.3059,0.0111,0.0369,0.0006,0.0171,0.0016,0.012,0.1668,0.0081,0.0805,desire,0.0805
83,Malcolm Todd,Sweet Boy,Singapore,59c2xv2kMzYM6HR9oY6BIa,annoyance,0.0008,0.0008,0.0388,0.3346,0.0792,0.06,0.0061,0.0139,0.0141,0.1188,0.1096,0.0038,0.0017,0.0011,0.0026,0.0002,0.0011,0.0014,0.0013,0.0046,0.0241,0.0004,0.0151,0.0016,0.0015,0.0237,0.0007,0.3281,annoyance,0.3281
84,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),Singapore,01qFKNWq73UfEslI0GvumE,love,0.0335,0.0021,0.0037,0.006,0.0653,0.0056,0.0056,0.016,0.0764,0.0052,0.0049,0.002,0.0006,0.0184,0.0011,0.0008,0.0005,0.0231,0.9106,0.0009,0.0114,0.0007,0.0067,0.0007,0.0009,0.003,0.0031,0.0507,love,0.0507
88,ROSÉ,number one girl,Singapore,1lcBt7LoEikqYmhUoa2cez,love,0.0325,0.0011,0.0046,0.008,0.0395,0.0215,0.0307,0.3735,0.3438,0.0098,0.0067,0.0024,0.0006,0.021,0.004,0.0015,0.0012,0.0056,0.3924,0.0031,0.0206,0.0004,0.0034,0.0008,0.0029,0.0096,0.0031,0.0491,love,0.0491
89,yung kai,blue,Singapore,6W614n8yLUeS3zsZSeBwyq,love,0.0225,0.0018,0.006,0.0052,0.0693,0.2623,0.0087,0.0388,0.1387,0.003,0.0054,0.0019,0.0005,0.0097,0.0043,0.0138,0.0014,0.0139,0.8709,0.0028,0.1821,0.0008,0.0047,0.0015,0.0045,0.0042,0.0016,0.0225,love,0.0225
90,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Singapore,54PbBpquVfhfrwRwvjSXbI,disappointment,0.0029,0.0016,0.0285,0.0502,0.009,0.0103,0.2432,0.234,0.0488,0.3082,0.0585,0.0191,0.0185,0.0108,0.1707,0.0006,0.01,0.0058,0.2547,0.1028,0.014,0.0007,0.0342,0.0024,0.0183,0.2394,0.0663,0.0426,disappointment,0.0426
91,"Sean Kingston, Justin Bieber",Eenie Meenie,Singapore,4vVTI94F9uJ8lHNDWKv0i2,neutral,0.0009,0.0008,0.0262,0.0936,0.0171,0.0103,0.0032,0.0048,0.0979,0.0337,0.1148,0.009,0.0012,0.0014,0.0017,0.0003,0.0007,0.0009,0.0142,0.001,0.0056,0.0003,0.0068,0.0004,0.0015,0.0095,0.0008,0.5116,disapproval,0.5116
92,Taylor Swift,Style,Singapore,0ug5NqcwcFR2xrfTkc7k8e,neutral,0.0069,0.0078,0.0014,0.0084,0.0953,0.0011,0.001,0.0009,0.0022,0.003,0.0018,0.0016,0.0009,0.0199,0.0014,0.0002,0.0004,0.0159,0.0066,0.0007,0.0039,0.0016,0.0346,0.0015,0.0003,0.0012,0.0032,0.8419,approval,0.8419
93,Laufey,From The Start,Singapore,43iIQbw5hx986dUEZbr3eN,love,0.0065,0.0014,0.0531,0.0503,0.0125,0.0243,0.0255,0.0703,0.339,0.0811,0.0253,0.024,0.0037,0.0084,0.0288,0.0009,0.0055,0.005,0.6832,0.0185,0.0145,0.0007,0.0088,0.0012,0.0109,0.1062,0.007,0.0379,love,0.0379
96,"Disco Lines, Tinashe",No Broke Boys,Singapore,3cZajhyr8LmtPfHZ9296tj,annoyance,0.0129,0.0012,0.3454,0.5338,0.0134,0.0016,0.005,0.007,0.0055,0.1807,0.0937,0.0334,0.0036,0.0023,0.0012,0.0004,0.001,0.0016,0.0032,0.001,0.0029,0.0008,0.0068,0.0005,0.0006,0.012,0.0037,0.0775,annoyance,0.0775
98,"The Chainsmokers, Coldplay",Something Just Like This,Singapore,6RUKPb4LETWmmr3iAEQktW,neutral,0.0009,0.0009,0.002,0.0187,0.0245,0.0019,0.0264,0.0509,0.0472,0.0142,0.0431,0.0011,0.0005,0.0026,0.0008,0.0002,0.0003,0.0016,0.0018,0.0007,0.0073,0.0002,0.0069,0.0004,0.0004,0.0027,0.0013,0.7118,curiosity,0.7118
99,Ed Sheeran,Photograph,Singapore,6fxVffaTuwjgEk5h9QyRjy,love,0.0137,0.0012,0.0042,0.0057,0.1172,0.282,0.0018,0.0018,0.0483,0.0053,0.0054,0.0017,0.0006,0.004,0.0024,0.0027,0.0022,0.014,0.8214,0.0024,0.0494,0.0015,0.0115,0.0031,0.0051,0.0147,0.0008,0.0995,love,0.0995
100,"Maroon 5, Wiz Khalifa",Payphone,Singapore,1XGmzt0PVuFgQYYnV2It7A,sadness,0.002,0.0022,0.039,0.1276,0.007,0.0059,0.0083,0.0145,0.0064,0.3151,0.0162,0.0115,0.0055,0.0014,0.0042,0.0007,0.0133,0.0023,0.0047,0.0073,0.0035,0.0004,0.012,0.001,0.006,0.6296,0.0034,0.0923,sadness,0.0923
101,Bruno Mars,It Will Rain,Singapore,4rMNgxEwGWoPHIUcvB5BrB,neutral,0.0007,0.0019,0.004,0.0299,0.0115,0.0042,0.0019,0.0009,0.0044,0.186,0.0152,0.005,0.0046,0.0008,0.0278,0.0002,0.0054,0.0018,0.0011,0.0144,0.0086,0.0005,0.0501,0.0022,0.0034,0.2829,0.0027,0.5397,sadness,0.5397
102,Justin Bieber,Ghost,Singapore,6I3mqTwhRpn34SLVafSH7G,love,0.0141,0.0021,0.0063,0.0116,0.0373,0.0448,0.0019,0.0046,0.5676,0.0388,0.0077,0.0069,0.0015,0.0084,0.003,0.0023,0.0053,0.0201,0.714,0.0045,0.0197,0.0017,0.0093,0.0026,0.0091,0.1215,0.002,0.0431,love,0.0431
103,"Ariana Grande, The Weeknd",Love Me Harder,Singapore,5J4ZkQpzMUFojo1CtAZYpn,love,0.0154,0.0025,0.0131,0.0099,0.0432,0.0313,0.0103,0.0455,0.0178,0.0037,0.0051,0.0028,0.0007,0.0119,0.0031,0.0032,0.0008,0.0145,0.9368,0.002,0.0188,0.0005,0.0053,0.0007,0.0017,0.0047,0.0025,0.0435,love,0.0435
104,Bruno Mars,On My Soul,Singapore,4i4BVY2JiH4mDSLIBdNGKD,love,0.0048,0.0026,0.0044,0.0065,0.0393,0.0135,0.0049,0.0196,0.276,0.0054,0.0045,0.0032,0.0007,0.022,0.0021,0.0013,0.0009,0.0129,0.8611,0.0016,0.0227,0.0004,0.0062,0.0008,0.0019,0.0057,0.0031,0.0885,love,0.0885
105,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",Singapore,3GCdLUSnKSMJhs4Tj6CV3s,curiosity,0.0016,0.0012,0.2564,0.1574,0.0107,0.0126,0.1636,0.3381,0.0069,0.0327,0.0678,0.0099,0.0028,0.0033,0.0116,0.001,0.0014,0.002,0.0456,0.0055,0.0088,0.0002,0.0057,0.0005,0.0022,0.015,0.0059,0.1453,curiosity,0.1453
106,Coldplay,Sparks,Singapore,7D0RhFcb3CrfPuTJ0obrod,caring,0.0039,0.0005,0.0095,0.0142,0.1896,0.3671,0.0112,0.0411,0.0192,0.0289,0.0127,0.0015,0.0012,0.0032,0.0224,0.0004,0.0062,0.0019,0.0358,0.0226,0.063,0.0011,0.0268,0.0042,0.0097,0.1369,0.0026,0.1573,caring,0.1573
108,sombr,12 to 12,Singapore,05od2qm2MTSKCHxy1GBp5W,curiosity,0.0014,0.0014,0.0086,0.0213,0.0274,0.0113,0.2792,0.5343,0.0165,0.0398,0.0205,0.0042,0.0038,0.003,0.0098,0.0003,0.0018,0.0024,0.1874,0.0068,0.015,0.0002,0.0218,0.0006,0.01,0.0312,0.0086,0.1283,curiosity,0.1283
109,Daniel Caesar,Always,Singapore,2LlOeW5rVcvl3QcPNPcDus,optimism,0.0009,0.023,0.0042,0.0237,0.0684,0.082,0.022,0.0049,0.0892,0.0931,0.0394,0.0018,0.0028,0.0015,0.0037,0.0009,0.004,0.0201,0.0542,0.0126,0.4353,0.001,0.0741,0.005,0.0254,0.1038,0.0009,0.1199,optimism,0.1199
110,The Police,Every Breath You Take,Singapore,1JSTJqkT5qHq8MDJnJbRE1,sadness,0.0021,0.0021,0.0062,0.0198,0.0073,0.0103,0.0039,0.0132,0.1134,0.1074,0.0051,0.0101,0.0028,0.0028,0.0061,0.0008,0.0205,0.0033,0.0154,0.0097,0.0039,0.0005,0.0116,0.0015,0.0096,0.7477,0.004,0.1975,sadness,0.1975
111,The Neighbourhood,Sweater Weather,Singapore,0cQVqPuHQP4KEwc7ZUQmj6,neutral,0.0019,0.0014,0.0259,0.0688,0.0374,0.0046,0.0021,0.0012,0.0245,0.0252,0.0551,0.0146,0.0018,0.0055,0.0024,0.0002,0.0008,0.0054,0.2701,0.0013,0.0032,0.0007,0.0103,0.0008,0.0008,0.0119,0.0014,0.389,love,0.389
112,Keane,Somewhere Only We Know,Singapore,0ll8uFnc0nANY35E0Lfxvg,curiosity,0.002,0.0012,0.0064,0.0226,0.0178,0.0182,0.1197,0.4285,0.1355,0.1229,0.0151,0.0053,0.0043,0.0053,0.0194,0.0003,0.0042,0.0028,0.094,0.026,0.023,0.0003,0.0171,0.0012,0.0164,0.1239,0.0109,0.0994,curiosity,0.0994
113,Benson Boone,Beautiful Things,Singapore,3xkHsmpQCBMytMJNiDf3Ii,love,0.0289,0.0005,0.0064,0.0095,0.085,0.1617,0.0243,0.0406,0.2822,0.0377,0.0236,0.0027,0.0011,0.0167,0.0331,0.0016,0.0041,0.0152,0.4533,0.0279,0.3244,0.0025,0.0135,0.0047,0.0123,0.0401,0.0048,0.0224,love,0.0224
114,Joji,SLOW DANCING IN THE DARK,Singapore,6rY5FAWxCdAGllYEOZMbjW,annoyance,0.1057,0.0016,0.172,0.351,0.0255,0.0038,0.0245,0.0741,0.0057,0.099,0.1619,0.0163,0.0024,0.0051,0.0027,0.0003,0.001,0.002,0.0031,0.0018,0.0054,0.0009,0.0053,0.0005,0.0004,0.0074,0.0035,0.0928,annoyance,0.0928
115,Bad Bunny,Tití Me Preguntó,Singapore,1IHWl5LamUGEuP4ozKQSXZ,disapproval,0.0008,0.0063,0.1186,0.1334,0.0202,0.0225,0.0232,0.0075,0.0113,0.1007,0.3065,0.0103,0.0097,0.0041,0.0056,0.0009,0.0024,0.0091,0.0907,0.0064,0.0047,0.0006,0.0164,0.0016,0.0174,0.0898,0.0026,0.1307,disapproval,0.1307
116,Jung Kook,Standing Next to You,Singapore,2KslE17cAJNHTsI2MI0jb2,neutral,0.0499,0.0009,0.0018,0.004,0.3113,0.1151,0.0005,0.0008,0.0134,0.0014,0.0022,0.0007,0.0003,0.0151,0.0009,0.0023,0.0006,0.0215,0.1579,0.0005,0.0378,0.0047,0.0055,0.0043,0.0006,0.0011,0.0006,0.4081,approval,0.4081
117,Cup of Joe,Multo,Singapore,5tlb0AxuzsMWL2GtEppXGX,sadness,0.0012,0.0018,0.0052,0.0312,0.0113,0.0358,0.1928,0.1738,0.0061,0.1241,0.0125,0.0027,0.0053,0.003,0.0443,0.0003,0.0091,0.0038,0.0042,0.126,0.0072,0.0004,0.0221,0.0028,0.013,0.3426,0.0069,0.168,sadness,0.168
118,LNGSHOT,Moonwalkin',Singapore,46V2ciN6F5bxjQWityNhkY,neutral,0.0049,0.0017,0.0016,0.006,0.0946,0.0156,0.0013,0.0047,0.2448,0.0028,0.0017,0.0015,0.0004,0.0511,0.0012,0.001,0.0005,0.0121,0.094,0.0012,0.0144,0.001,0.0063,0.0015,0.0008,0.0024,0.0014,0.4026,desire,0.4026
119,The Marías,Sienna,Singapore,0InIeZW4P6VO7dUGRM4AKH,joy,0.1451,0.0063,0.0015,0.0045,0.0946,0.0152,0.0009,0.0011,0.0363,0.0032,0.0023,0.0009,0.0006,0.054,0.0008,0.0025,0.0011,0.6326,0.3763,0.0015,0.0182,0.0074,0.0076,0.0093,0.0009,0.0044,0.0012,0.0602,joy,0.0602
120,Bruno Mars,Locked out of Heaven,Singapore,5g7sDjBhZ4I3gcFIpkrLuI,neutral,0.006,0.0028,0.0017,0.0082,0.1179,0.0021,0.0076,0.045,0.0213,0.0078,0.0035,0.0013,0.0008,0.205,0.002,0.0002,0.0007,0.0329,0.025,0.0028,0.0057,0.001,0.012,0.0023,0.0004,0.004,0.011,0.3855,excitement,0.3855
122,KiiiKiii,404 (New Era),Singapore,24rDDbSlFY9OHrlJb48CRh,neutral,0.0086,0.0076,0.0012,0.0066,0.2796,0.0048,0.0022,0.0044,0.0039,0.0012,0.0021,0.0006,0.0004,0.029,0.0007,0.0003,0.0003,0.0429,0.0031,0.0008,0.0121,0.0014,0.0142,0.0034,0.0002,0.0007,0.0012,0.7164,approval,0.7164
123,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),Singapore,59dLtGBS26x7kc0rHbaPrq,neutral,0.0332,0.224,0.0076,0.0792,0.136,0.011,0.0025,0.0019,0.0313,0.0905,0.0246,0.0042,0.004,0.0042,0.0006,0.0007,0.0008,0.0385,0.0155,0.0014,0.0147,0.0017,0.0223,0.0025,0.0012,0.0117,0.001,0.3638,amusement,0.3638
125,Bad Bunny,NUEVAYoL,Singapore,5TFD2bmFKGhoCRbX61nXY5,approval,0.2444,0.0019,0.0013,0.0042,0.4054,0.0155,0.0238,0.1218,0.0034,0.0016,0.0049,0.0007,0.0003,0.0515,0.0031,0.0007,0.0004,0.0195,0.0081,0.002,0.0215,0.0023,0.0096,0.0035,0.0002,0.0011,0.0041,0.183,approval,0.183
126,Ed Sheeran,Perfect,Singapore,0tgVpDi06FyKpA1z0VMD4v,love,0.4057,0.0012,0.0046,0.005,0.0814,0.0439,0.003,0.0023,0.1054,0.0099,0.0226,0.0024,0.0008,0.0117,0.0029,0.0128,0.0015,0.032,0.8712,0.0012,0.2933,0.0057,0.0089,0.0023,0.0042,0.0055,0.0031,0.0117,love,0.0117
127,OneRepublic,Counting Stars,Singapore,2tpWsVSb9UEmDRxAl1zhX1,neutral,0.0013,0.0006,0.0215,0.0713,0.052,0.0147,0.0014,0.0006,0.0088,0.1835,0.0512,0.0054,0.0024,0.0015,0.0067,0.0003,0.0042,0.0041,0.0301,0.0078,0.0082,0.0012,0.0388,0.003,0.0031,0.2678,0.0016,0.3303,sadness,0.3303
128,Cigarettes After Sex,Apocalypse,Singapore,1oAwsWBovWRIp7qLMGPIet,neutral,0.0011,0.0012,0.0073,0.0147,0.0107,0.0097,0.0032,0.008,0.0304,0.0043,0.0015,0.0035,0.0005,0.0022,0.0026,0.0003,0.001,0.0015,0.0118,0.001,0.0037,0.0002,0.0042,0.0003,0.0009,0.0103,0.0009,0.8593,desire,0.8593
129,Bruno Mars,Talking to the Moon,Singapore,161DnLWsx1i3u1JT05lzqU,neutral,0.001,0.0067,0.0137,0.1116,0.015,0.0016,0.0877,0.1486,0.0045,0.0155,0.0052,0.0028,0.0043,0.0127,0.0038,0.0001,0.0007,0.0093,0.0007,0.0049,0.0078,0.0005,0.0189,0.0011,0.0005,0.0025,0.0233,0.4302,curiosity,0.4302
130,"JISOO, ZAYN",EYES CLOSED (with ZAYN),Singapore,4WFfPxJv1KRekG6mxn837K,neutral,0.0014,0.0006,0.0169,0.125,0.1763,0.0197,0.0026,0.0007,0.0043,0.0724,0.1778,0.0052,0.0022,0.001,0.0024,0.0002,0.0008,0.0015,0.0117,0.0023,0.0129,0.0008,0.0444,0.002,0.0012,0.017,0.0007,0.4001,disapproval,0.4001
132,Malcolm Todd,Earrings,Singapore,0eAuGrXyGFYwur9ARUe7LJ,optimism,0.0015,0.0022,0.0028,0.006,0.0281,0.0377,0.0019,0.0012,0.1048,0.0144,0.0121,0.0018,0.0007,0.0016,0.0037,0.0015,0.0013,0.0036,0.0628,0.0013,0.4901,0.0008,0.0114,0.0012,0.0074,0.0127,0.0009,0.4194,optimism,0.4194
133,"Justin Bieber, Nicki Minaj",Beauty And A Beat,Singapore,6QFCMUUq1T2Vf5sFUXcuQ7,desire,0.0408,0.0025,0.0019,0.0056,0.0919,0.0193,0.0009,0.004,0.4403,0.0025,0.0019,0.0011,0.0003,0.0701,0.0006,0.0026,0.0005,0.0405,0.1442,0.0007,0.0377,0.0023,0.0037,0.0017,0.0007,0.0014,0.0009,0.1372,desire,0.1372
134,Arctic Monkeys,I Wanna Be Yours,Singapore,5XeFesFbtLpXzIVDNQP22n,desire,0.0068,0.0031,0.0039,0.0135,0.025,0.0086,0.002,0.0082,0.7524,0.0067,0.0029,0.004,0.0006,0.0092,0.0013,0.0013,0.0006,0.0044,0.0276,0.001,0.0237,0.0007,0.0045,0.0007,0.0013,0.0041,0.0008,0.1975,desire,0.1975
135,Harry Styles,As It Was,Singapore,4Dvkj6JhhA12EX05fT7y2e,neutral,0.0005,0.0009,0.0054,0.0821,0.0164,0.0022,0.0443,0.0274,0.0013,0.0339,0.188,0.0022,0.0021,0.0008,0.0012,0.0001,0.0005,0.0009,0.0003,0.0013,0.0032,0.0001,0.0191,0.0005,0.0004,0.0044,0.0037,0.6966,disapproval,0.6966
136,Bruno Mars,When I Was Your Man,Singapore,0B7wvvmu9EISAwZnOpjhNI,sadness,0.0033,0.0015,0.0087,0.0264,0.0157,0.0211,0.0017,0.0017,0.1916,0.2599,0.0114,0.0088,0.0039,0.0018,0.0045,0.0009,0.012,0.0041,0.0553,0.0086,0.0444,0.0012,0.0225,0.0023,0.0504,0.6171,0.0018,0.0551,sadness,0.0551
137,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Soda Pop,Singapore,02sy7FAs8dkDNYsHp4Ul3f,desire,0.0161,0.0018,0.003,0.0125,0.1194,0.0119,0.001,0.0033,0.387,0.006,0.0033,0.0027,0.0005,0.0415,0.0008,0.0009,0.0006,0.0215,0.1167,0.001,0.0086,0.002,0.0064,0.0019,0.0007,0.0036,0.0011,0.2192,desire,0.2192
139,"Jay Chou, Lara Liang",珊瑚海,Singapore,3Qj9Fy8BPbWmICTiNkuqB7,neutral,0.0018,0.0028,0.0026,0.0091,0.0195,0.001,0.0023,0.0016,0.0012,0.0038,0.0043,0.0028,0.0008,0.0018,0.0014,0.0003,0.0004,0.0015,0.0015,0.0004,0.0017,0.0003,0.0086,0.0003,0.0003,0.0026,0.0008,0.9563,approval,0.9563
140,"The Weeknd, Daft Punk",Starboy,Singapore,7MXVkk9YMctZqd1Srtv4MB,love,0.0028,0.0088,0.1201,0.2356,0.0221,0.0104,0.0013,0.0012,0.0313,0.0466,0.0242,0.0197,0.0039,0.0046,0.0017,0.0003,0.0011,0.0115,0.3171,0.0015,0.0066,0.0012,0.0089,0.0009,0.0017,0.0193,0.0016,0.1669,love,0.1669
142,Olivia Dean,A Couple Minutes,Singapore,312z6PZ8wwREck8613PkJk,curiosity,0.0059,0.0009,0.0033,0.0156,0.143,0.2,0.026,0.3355,0.059,0.0465,0.0542,0.001,0.0013,0.013,0.0042,0.0009,0.003,0.0246,0.0389,0.0119,0.0428,0.0008,0.0102,0.0087,0.0096,0.0492,0.0034,0.0996,curiosity,0.0996
144,Joker Xue,演员,Singapore,5Sib99jpYybZAicUMETb3h,love,0.0291,0.0013,0.0117,0.0209,0.0804,0.14,0.0508,0.2204,0.0223,0.0307,0.043,0.0029,0.0015,0.005,0.0056,0.002,0.0028,0.0283,0.6186,0.0081,0.0208,0.0013,0.0107,0.0021,0.0104,0.0458,0.0019,0.063,love,0.063
145,Charlie Puth,Attention,Singapore,5cF0dROlMOK5uNZtivgu50,neutral,0.0012,0.0027,0.005,0.0282,0.0154,0.0058,0.0418,0.2131,0.0029,0.0526,0.007,0.0022,0.0146,0.0016,0.0018,0.0003,0.0018,0.0015,0.0023,0.0026,0.004,0.0002,0.0116,0.0007,0.0569,0.0719,0.0026,0.5376,curiosity,0.5376
146,Chappell Roan,"Good Luck, Babe!",Singapore,0WbMK4wrZ1wFSty9F7FCgu,caring,0.0058,0.0009,0.0866,0.124,0.107,0.4667,0.0095,0.0489,0.0693,0.0605,0.0606,0.0079,0.0014,0.0025,0.0047,0.0016,0.0058,0.0044,0.1535,0.0088,0.0529,0.001,0.0061,0.0029,0.0115,0.1182,0.0008,0.0503,caring,0.0503
147,"郭家瑋, DIOR 大穎",過了幾天(合唱版),Singapore,4GEWZ1vDFVkmhG55zpKFLO,neutral,0.002,0.003,0.003,0.0082,0.0181,0.0011,0.0023,0.0016,0.0013,0.0035,0.0039,0.0028,0.0008,0.0018,0.0014,0.0003,0.0004,0.0017,0.0019,0.0004,0.0017,0.0003,0.0073,0.0003,0.0003,0.0027,0.0008,0.9603,approval,0.9603
148,Khalil Fong,特別的人,Singapore,0VTzUEuHYD8s7CgQ15cDPo,neutral,0.0037,0.0008,0.002,0.0091,0.07,0.0014,0.0067,0.0069,0.0015,0.0031,0.0039,0.0018,0.0005,0.0012,0.001,0.0002,0.0002,0.0005,0.002,0.0003,0.0058,0.0002,0.0183,0.0003,0.0003,0.0015,0.0011,0.9004,approval,0.9004
151,Radiohead,Let Down,Singapore,2fuYa3Lx06QQJAm0MjztKr,disappointment,0.0021,0.0015,0.0046,0.0599,0.0082,0.0024,0.006,0.0048,0.0093,0.792,0.0412,0.004,0.0072,0.0018,0.0019,0.0006,0.0034,0.0025,0.0051,0.0044,0.0178,0.0004,0.0188,0.0016,0.0103,0.1902,0.0043,0.2061,disappointment,0.2061
152,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),Singapore,0FIDCNYYjNvPVimz5icugS,neutral,0.0017,0.0038,0.0548,0.1253,0.0183,0.0032,0.0009,0.001,0.0115,0.0548,0.0085,0.0246,0.0043,0.0044,0.0068,0.0002,0.0035,0.0054,0.0104,0.0029,0.0029,0.0011,0.013,0.0013,0.0011,0.1113,0.0025,0.563,annoyance,0.563
153,KATSEYE,Touch,Singapore,6aJn7Cst74cj4lNIiPRgav,amusement,0.0019,0.5569,0.0091,0.1061,0.0085,0.0034,0.0054,0.0055,0.0052,0.1309,0.0164,0.0083,0.0147,0.0024,0.0013,0.0002,0.0025,0.0225,0.0166,0.006,0.0048,0.0005,0.0314,0.0016,0.0109,0.1437,0.0022,0.0654,amusement,0.0654
154,Rihanna,Kiss It Better,Singapore,0UHB9METy4VCXNgkcGqHqS,annoyance,0.0013,0.001,0.1581,0.3224,0.0174,0.0214,0.0177,0.0806,0.0059,0.0799,0.0294,0.0073,0.0026,0.0007,0.002,0.0001,0.0019,0.0008,0.0018,0.0025,0.0059,0.0003,0.0064,0.0004,0.0016,0.0431,0.0012,0.2883,annoyance,0.2883
155,Alex Warren,FEVER DREAM,Singapore,7ogpGbKc4Io6NCU6ydxXwZ,sadness,0.0009,0.0034,0.0059,0.0337,0.0082,0.0062,0.0558,0.1024,0.024,0.2844,0.0069,0.0059,0.0077,0.0041,0.0321,0.0002,0.0116,0.0038,0.0082,0.0648,0.0113,0.0004,0.0424,0.0021,0.0107,0.519,0.0225,0.1661,sadness,0.1661
156,Jay Chou,告白氣球,Singapore,2tqF9MPNdYdJU70U0ULO23,neutral,0.0032,0.0009,0.0055,0.019,0.0516,0.0027,0.0019,0.001,0.0022,0.0079,0.0049,0.007,0.003,0.0042,0.0507,0.0002,0.0009,0.0012,0.0016,0.0039,0.0045,0.001,0.0201,0.0009,0.0005,0.0062,0.0027,0.8494,approval,0.8494
157,Zara Larsson,Midnight Sun,Singapore,1qRV1dKLOfH1s00b9J2LUQ,love,0.1104,0.0028,0.0019,0.0055,0.1516,0.0127,0.0014,0.0012,0.0105,0.0065,0.0053,0.0012,0.0007,0.0374,0.001,0.0016,0.0013,0.4435,0.5552,0.0019,0.007,0.006,0.0109,0.0102,0.0008,0.0077,0.0015,0.06,love,0.06
158,小阿七,从前说,Singapore,3t5edAHbyFEW67wFApp7EO,neutral,0.0021,0.0007,0.0035,0.0289,0.033,0.0567,0.068,0.1516,0.0838,0.1163,0.0445,0.0015,0.0017,0.002,0.0055,0.0004,0.0029,0.0026,0.0049,0.0095,0.1315,0.0005,0.0178,0.0022,0.0117,0.0615,0.0048,0.3146,curiosity,0.3146
159,Bruno Mars,Nothing Left,Singapore,0Sq6JK9kyC4MQa3KrJj5CB,sadness,0.0032,0.0021,0.0084,0.0231,0.0136,0.0112,0.0046,0.0054,0.1566,0.3257,0.014,0.0063,0.0036,0.0046,0.0046,0.0007,0.0124,0.0079,0.2304,0.0122,0.0128,0.0009,0.022,0.0025,0.0172,0.6143,0.006,0.0571,sadness,0.0571
160,Eric Chou,怎麼了,Singapore,5cU1O9P0EDA0rPkPDykhIm,neutral,0.0042,0.0007,0.0019,0.0059,0.1032,0.002,0.0042,0.004,0.0013,0.0025,0.0038,0.0018,0.0004,0.001,0.0009,0.0004,0.0002,0.0005,0.0041,0.0002,0.0045,0.0002,0.0144,0.0003,0.0003,0.0015,0.0006,0.8961,approval,0.8961
161,sombr,undressed,Singapore,0TFTAtCYhp2tQ9KcJIZb55,neutral,0.0005,0.0016,0.0102,0.1193,0.0127,0.0016,0.0025,0.0009,0.0047,0.0307,0.0876,0.011,0.0024,0.0008,0.0025,0.0002,0.0005,0.0009,0.0005,0.0012,0.0023,0.0003,0.016,0.0005,0.0005,0.0081,0.001,0.7589,annoyance,0.7589
162,Katy Perry,The One That Got Away,Singapore,6hkOqJ5mE093AQf2lbZnsG,neutral,0.0013,0.0043,0.005,0.0427,0.0095,0.0013,0.001,0.0009,0.0071,0.2959,0.0166,0.0036,0.0077,0.0032,0.0029,0.0006,0.0066,0.009,0.0033,0.004,0.005,0.0009,0.0693,0.0034,0.0052,0.286,0.0084,0.3941,disappointment,0.3941
