rank,artist,title,region,spotify_uri,dominant_emotion,emotion_love,emotion_longing,emotion_joy,emotion_heartbreak,emotion_grief,emotion_despair,emotion_hope,emotion_lonely,emotion_sensual,emotion_anger
152,"Bad Bunny, Los Pleneros de la Cresta",CAFé CON RON,Argentina,6VNXmo59yDYgcwLS17UNAW,sensual,0.0,0.6706,0.0,0.2802,0.4701,0.5538,0.1286,0.1082,0.7321,0.6141
153,"Omar Courtz, De La Rose, Haze",Kyoto,Argentina,7eNwwoxDR8KVzNAuGvliAO,sensual,0.7694,0.9305,0.3473,0.3023,0.29,0.0,0.2781,0.677,0.9915,0.287
154,Sabrina Carpenter,Manchild,Argentina,2BwO5K8Q7EPAJSGze3AAh9,sensual,0.4798,0.8186,0.2315,0.8875,0.8501,0.804,0.4441,0.6034,0.9935,0.9415
155,"Ulises Bueno, DesaKTa2",No Puedo Fingirlo,Argentina,06WyITrA2pZJT5Nt79AOrb,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,"Tainy, Bad Bunny",MOJABI GHOST,Argentina,46YjJXVXWHlQ21odKktg5e,lonely,0.5843,0.9872,0.2126,0.9703,0.9211,0.7721,0.9614,0.9961,0.9773,0.7843
157,Patricio Rey y sus Redonditos de Ricota,La Bestia Pop,Argentina,6BHlafXY1L2eetDCwict05,love,0.996,0.9851,0.9603,0.0,0.0,0.0,0.8005,0.0,0.9827,0.0
158,"Callejero Fino, Lea in the Mix",NO LES DA,Argentina,6pryujEohwqSNKGTW33SKE,anger,0.0,0.4297,0.0,0.3376,0.4789,0.1688,0.1247,0.0,0.8939,0.9312
159,Boza,Hecha Pa' Mi,Argentina,3VvA1wSxukMLsvXoXtlwWx,sensual,0.6604,0.6937,0.3814,0.1132,0.0,0.0,0.2004,0.489,0.9479,0.1123
160,"Big One, FMK, Ke Personajes",Un Finde | CROSSOVER #2,Argentina,3tiJUOfAEqIrLFRQgGgdoY,longing,0.9687,0.981,0.1074,0.9684,0.8525,0.6699,0.6773,0.9695,0.8568,0.5491
161,"Bryant Myers, Anuel AA, Anonimus, Almighty",Esclava - Remix,Argentina,2Mgur7BKnpr7OG3izSNFTA,sensual,0.3761,0.7495,0.2364,0.4707,0.4826,0.5564,0.1385,0.2492,0.9806,0.7961
162,"DENNIS, Luísa Sonza, Emilia",MOTINHA 2.0 (Mete Marcha) - Remix,Argentina,2iDDnYmaz1HhedjI91fbmp,anger,0.0,0.6872,0.2214,0.4845,0.806,0.6532,0.0,0.3958,0.9414,0.995
163,"Luck Ra, La K'onga, Ke Personajes",Ya No Vuelvas (Versión Cuarteto),Argentina,0u6JsFiEEXb6kaF0oqyeFi,heartbreak,0.7487,0.7646,0.0,0.9962,0.8945,0.4006,0.0,0.7187,0.1588,0.0
164,Bad Bunny,Enséñame a Bailar,Argentina,2NMjggapJcXXM7WccGEBUO,sensual,0.7953,0.9432,0.6495,0.0,0.1646,0.0,0.3339,0.161,0.9846,0.2081
165,"Lady Gaga, Bruno Mars",Die With A Smile,Argentina,7so0lgd0zP2Sbgs2d7a1SZ,longing,0.9794,0.9844,0.1561,0.917,0.7965,0.3927,0.0,0.2333,0.9156,0.0
166,"Intoxicados, Andrés Calamaro",Fuego,Argentina,6q41qt2R9K8BXEzmzImEGO,anger,0.0,0.6515,0.0,0.4828,0.4999,0.5969,0.0,0.1115,0.0,0.79
167,"Luck Ra, Abel Pintos",QUE ME FALTE TODO,Argentina,1TyBUtMxdmRfXhW3MmbxtQ,lonely,0.8987,0.9952,0.0,0.9948,0.9715,0.762,0.4766,0.9953,0.5453,0.0
168,Los Piojos,Tan Solo,Argentina,6Soxxi73U6SO4rOGJwYYxI,lonely,0.0,0.8871,0.0,0.889,0.7845,0.9105,0.0,0.9915,0.6546,0.137
169,"Feid, ICON",FERXXO 151,Argentina,2Cl4HCBmPddQNZEncdoXp0,sensual,0.955,0.9923,0.8646,0.105,0.8631,0.0,0.8578,0.4159,0.9973,0.9104
170,Airbag,Solo aquí,Argentina,0OcYoSGA1CFGZcCuPLyfhj,lonely,0.4582,0.9682,0.0,0.9865,0.9226,0.9649,0.0,0.9984,0.486,0.56
171,"Callejero Fino, La T y La M",Te invito a bailar,Argentina,17vFIehhv8hKSXYn5Ce4Pk,sensual,0.9223,0.9875,0.328,0.0,0.0,0.0,0.6219,0.1916,0.9934,0.0
172,"Zion & Lennox, J Balvin",Otra Vez (feat. J Balvin),Argentina,3QwBODjSEzelZyVjxPOHdq,sensual,0.7819,0.9493,0.6538,0.1618,0.1513,0.1081,0.3598,0.1636,0.9834,0.2003
173,"Blessd, Anuel AA, SOG",TE CANTO BAJITO,Argentina,3I1jcOmPwnzUR5yduDK3yb,sensual,0.8751,0.9317,0.0,0.0,0.2818,0.0,0.0,0.1452,0.9921,0.4574
174,Maluma,El Perdedor,Argentina,1iEwyiSLAunPR6uouANE0O,longing,0.8832,0.9573,0.0,0.9133,0.6084,0.537,0.0,0.8763,0.8867,0.336
175,Cosculluela,Manicomio,Argentina,3UVM7rdOSbm2vKDXB9SsWo,love,0.9853,0.82,0.4297,0.0,0.2878,0.0,0.2688,0.1432,0.9307,0.2465
176,DesaKTa2,La Diabla,Argentina,6PaIQ2qR59qiqXgjeTFwJA,sensual,0.5187,0.8475,0.1162,0.7772,0.6193,0.4996,0.0,0.4012,0.9059,0.8994
177,Bad Bunny,Si Estuviésemos Juntos,Argentina,35wvL50xvKpCHEJPxLOLPI,longing,0.9331,0.9925,0.1079,0.9773,0.9519,0.8834,0.2725,0.9904,0.9751,0.6202
178,"Los Ángeles Azules, Emilia","Perdonarte, ¿Para Qué?",Argentina,4dLLdfiniBhDP9dlJQIOi4,heartbreak,0.2219,0.6807,0.3792,0.9619,0.8978,0.7519,0.0,0.8433,0.5313,0.7502
179,"Eugenia Quevedo, La banda de Carlitos",Como Lo Hizo? - En Vivo,Argentina,3KAdpFK7rveKAAwpgjwhNn,heartbreak,0.8625,0.6995,0.0,0.9116,0.7844,0.6009,0.5404,0.8119,0.5184,0.7073
180,Soda Stereo,De Música Ligera - Remasterizado 2007,Argentina,2WD9ggmpZE7Wodh3qVVCgg,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,"Cosculluela, Bad Bunny",Madura,Argentina,5n2XTRsYFlZwNBp06KAjDX,sensual,0.6454,0.8159,0.1546,0.5342,0.6716,0.2399,0.1508,0.5284,0.9074,0.7394
182,"Indio Solari, Los Fundamentalistas del Aire Acondicionado",Había una Vez...,Argentina,3ayHT7okY784fCWMYDbspt,hope,0.739,0.9261,0.4639,0.896,0.7448,0.1042,0.9787,0.7016,0.5329,0.7228
183,Mancha De Rolando,Arde la Ciudad,Argentina,3SyKG06yOK3omo29EwZ8dP,heartbreak,0.2179,0.9326,0.4136,0.9808,0.9261,0.5033,0.0,0.7373,0.7561,0.7714
184,"J Balvin, Bad Bunny",QUE PRETENDES,Argentina,25ZAibhr3bdlMCLmubZDVt,longing,0.1208,0.9277,0.0,0.4786,0.3594,0.4356,0.0,0.4662,0.9127,0.5015
185,"Arcángel, Bad Bunny, Mambo Kingz, DJ Luian",Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Argentina,6NSMQFKgjpQb0KkjMDYIK0,sensual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1031,0.0
186,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,Argentina,2beS6dD5rovBxSA1zYoSHR,sensual,0.4511,0.6982,0.3138,0.2017,0.42,0.2712,0.3259,0.4409,0.9073,0.6168
187,"Max Carra, Lira",VIAJEMOS EN EL TIEMPO #1 | Quien Te Quiere Como Yo,Argentina,6il9B9hrZPNpXei57XM1Sv,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Patricio Rey y sus Redonditos de Ricota,Tarea Fina,Argentina,4mZHvbJWkK9uVmD9SvHKao,lonely,0.0,0.9299,0.0,0.9675,0.7986,0.8277,0.0,0.9899,0.85,0.706
189,Babasonicos,En Privado,Argentina,0ZyNiSXRbq68lmBjV0vJkR,longing,0.3414,0.9438,0.1665,0.7618,0.4585,0.2974,0.2846,0.4922,0.8866,0.6046
190,RAYE,WHERE IS MY HUSBAND!,Argentina,55lijDD6OAjLFFUHU9tcDm,lonely,0.807,0.9904,0.4645,0.7864,0.7887,0.7885,0.5919,0.9924,0.9813,0.7075
191,"J Balvin, Bad Bunny",Si Tu Novio Te Deja Sola,Argentina,2joKSGkqac0LIwYG9Ghrwq,sensual,0.4415,0.8905,0.0,0.7368,0.684,0.5269,0.2418,0.8785,0.9418,0.9404
192,Airbag,Verte De Cerca,Argentina,3pevHGhwL0brjFQfPABwns,longing,0.0,0.9882,0.0,0.894,0.8374,0.937,0.0,0.8743,0.9524,0.9592
193,Viejas Locas,Me Gustas Mucho,Argentina,2kB1rqoTaZ3j6ChtIWGurm,sensual,0.9469,0.9227,0.6879,0.0,0.2279,0.0,0.6695,0.0,0.9898,0.0
194,"PEPU, Nico Valdi, Pizzu",FAR AWAY,Argentina,3pcXMfSwwXGcucdrDb6Awd,sensual,0.9662,0.9841,0.3779,0.4342,0.1826,0.0,0.3272,0.6285,0.9963,0.6314
195,Airbag,Ganas de Verte,Argentina,3JCian69xIfy8A4799Og5f,heartbreak,0.1744,0.946,0.0,0.9596,0.8818,0.7619,0.1043,0.7622,0.7065,0.2126
196,La T y La M,Como Se Siente,Argentina,0tQDrJxQcB5zKGrHx43xUj,sensual,0.3564,0.7231,0.3551,0.6136,0.6547,0.5103,0.3691,0.5985,0.9105,0.755
197,"Maria Becerra, Rei, XROSS",MI AMOR,Argentina,1CSdu8EHZzV0DjYB6RNXbX,longing,0.9497,0.9669,0.6755,0.5642,0.3747,0.1137,0.5622,0.0,0.9518,0.0
198,Bad Bunny,TURiSTA,Argentina,7tCuCjhxzjX2XCz4JiiAsp,heartbreak,0.828,0.7565,0.0,0.9855,0.8358,0.2405,0.0,0.7219,0.9082,0.252
199,Beéle,quédate,Argentina,6VfL3MEuYeJbDlD8m011HR,longing,0.94,0.982,0.2165,0.957,0.8765,0.6019,0.2767,0.8553,0.9389,0.6352
200,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,Argentina,1DwscornXpj8fmOmYVlqZt,longing,0.7268,0.9839,0.17,0.7028,0.7868,0.6918,0.9605,0.8899,0.9242,0.8725
1,Jin,Don’t Say You Love Me,Japan,27xkOIER6uDLKALIelHylZ,heartbreak,0.1976,0.847,0.0,0.9554,0.8966,0.9015,0.1853,0.6932,0.4393,0.8572
2,Kenshi Yonezu,IRIS OUT,Japan,59hVbgr8rfYkDbHfr8RcGI,love,0.9881,0.9472,0.3558,0.9257,0.7909,0.2781,0.0,0.1995,0.9538,0.2564
3,Mrs. GREEN APPLE,lulu.,Japan,0vE1WglBbhmd5wDO49lcih,longing,0.7458,0.9266,0.0,0.7862,0.658,0.2841,0.1749,0.9047,0.6267,0.0
4,M!LK,Bakuretsu Aishiteru,Japan,1F1hibBCtNeObRMmEMLHNh,love,0.9654,0.5598,0.6093,0.0,0.0,0.0,0.4659,0.0,0.8435,0.0
5,HANA,Blue Jeans,Japan,6hnk0Fesq9JOhWpck8HJsj,sensual,0.9401,0.8951,0.2665,0.5969,0.5408,0.191,0.3715,0.6795,0.9862,0.2136
6,M!LK,Sukisugite METSU!,Japan,0vDqNzQqEhl7boeRS3Joli,love,0.9679,0.9131,0.5595,0.0,0.479,0.0,0.4,0.118,0.9175,0.1764
7,HANA,ROSE,Japan,3920QegiL2PHmaYYBVwexC,lonely,0.3902,0.8358,0.2366,0.4417,0.4588,0.2629,0.5882,0.9548,0.9157,0.4074
8,ARASHI,Five,Japan,2cIqVZFyBH8h5dnrzBvtre,sensual,0.1648,0.9089,0.3297,0.3912,0.5335,0.2248,0.3512,0.2516,0.9679,0.2612
9,Mrs. GREEN APPLE,ライラック,Japan,21VsLvoE7elUmJZLSawaMh,love,0.9439,0.585,0.2046,0.762,0.6513,0.5364,0.6566,0.8344,0.5223,0.2296
10,King Gnu,AIZO,Japan,65X2koe1LhDgQmRkNdJFv9,longing,0.8865,0.9586,0.0,0.9341,0.8693,0.8432,0.0,0.9128,0.905,0.8525
11,back number,花束,Japan,3QIAwtEEDOrv0g5NKCGrXZ,sensual,0.8367,0.9237,0.6646,0.4538,0.5085,0.18,0.702,0.496,0.9335,0.2643
12,CHANMINA,SAD SONG,Japan,2zxK14g3shGRbgjUmKaj2x,love,0.9859,0.9119,0.0,0.9722,0.8465,0.6427,0.0,0.8864,0.3289,0.0
13,back number,ブルーアンバー,Japan,35MeePbBnryubkVG0v8GbI,sensual,0.1321,0.5932,0.0,0.6612,0.2746,0.0,0.0,0.456,0.7328,0.0
14,BE:FIRST,夢中,Japan,7KNY1e9x1MDvpBAmIAN3tz,love,0.9946,0.9782,0.7554,0.8624,0.8023,0.0,0.8692,0.6038,0.9882,0.0
15,Mrs. GREEN APPLE,Soranji,Japan,3YML5IHoqWbw9c9vJJvrvM,hope,0.5772,0.6642,0.279,0.33,0.2759,0.0,0.9234,0.4553,0.7855,0.1689
16,HANA,Cold Night,Japan,79wd94vXLJngCwTAVtzYvr,longing,0.3867,0.9243,0.2631,0.5775,0.4416,0.3595,0.6721,0.6466,0.7834,0.3741
17,back number,ハッピーエンド,Japan,4GqO80eGXA542oTvlYv4LS,longing,0.9246,0.9269,0.0,0.864,0.7433,0.2157,0.2925,0.8543,0.7235,0.1655
18,"Mrs. GREEN APPLE, Sonoko Inoue",点描の唄,Japan,1sIIlVrnPhrvmTrHtzM7tV,longing,0.9589,0.9772,0.5793,0.684,0.755,0.0,0.9106,0.389,0.8544,0.1402
19,Mrs. GREEN APPLE,ダーリン,Japan,7ikOwlVju9HYUKthPiNHwr,lonely,0.809,0.9579,0.1964,0.8334,0.6703,0.8339,0.5667,0.9834,0.7006,0.3003
20,HANA,NON STOP,Japan,2q910scaHhg6GmqnUKOGHU,sensual,0.1139,0.7675,0.447,0.0,0.1606,0.0,0.1461,0.0,0.9526,0.7787
21,HANA,Drop,Japan,3OOKZkrUWnMdWJFAvy0b58,lonely,0.1912,0.9687,0.4026,0.2209,0.3765,0.1594,0.4025,0.9848,0.9064,0.6051
22,Jimin,Who,Japan,7tI8dRuH2Yc6RuoTjxo4dU,love,0.9868,0.9805,0.2249,0.9269,0.8285,0.8052,0.664,0.9354,0.7137,0.5504
23,back number,高嶺の花子さん,Japan,2jdbZGFp8KVTuk0YxDNL4l,longing,0.8735,0.9509,0.0,0.3328,0.2828,0.3051,0.2817,0.7087,0.3973,0.3254
24,back number,水平線,Japan,3RvdkNMcSy71m0aT6UF9Uf,heartbreak,0.0,0.8821,0.0,0.9196,0.8174,0.6754,0.0,0.6148,0.1847,0.1017
25,"Kenshi Yonezu, Hikaru Utada",JANE DOE,Japan,4oE7MyJhqSD3BaHRpNs8Nl,sensual,0.8104,0.984,0.5552,0.5017,0.4582,0.174,0.2928,0.6992,0.9852,0.1886
26,AiNA THE END,革命道中 - On The Way,Japan,1oFqKeepmT5S8BCGqJl7Ar,sensual,0.7906,0.9241,0.5749,0.5118,0.3754,0.3222,0.8538,0.1682,0.9352,0.8182
27,HANA,ALL IN,Japan,6lOUOvcscCHUofusbjbYV2,sensual,0.8348,0.6661,0.6848,0.0,0.1364,0.0,0.7828,0.0,0.9365,0.3096
28,Mrs. GREEN APPLE,僕のこと,Japan,0tnhoHUrHfcLi9hPknUFZ4,love,0.9634,0.8369,0.8157,0.6894,0.3178,0.0,0.6593,0.9026,0.889,0.0
29,HANA,Bloom,Japan,2ezkOPL49H0ZrQYM6y328n,sensual,0.7292,0.744,0.5364,0.7869,0.5845,0.1433,0.4,0.6289,0.9688,0.5821
30,CHANMINA,ハレンチ,Japan,2BfzhBl79bcPOHHXAXJkTY,sensual,0.6156,0.9624,0.4447,0.8701,0.7796,0.6773,0.394,0.614,0.971,0.9709
31,Vaundy,Kaiju no Hanauta,Japan,7dTW21YAJxnAOiUh7Rtu9S,longing,0.4807,0.974,0.1845,0.0,0.1466,0.0,0.1879,0.2452,0.8353,0.1343
32,Number_i,3XL,Japan,3sNbkM4pIy1l7p6K2lhpvm,sensual,0.929,0.8776,0.3175,0.0,0.0,0.0,0.5318,0.0,0.9587,0.0
33,back number,HAPPY BIRTHDAY,Japan,4FMz2RFrbDGzJO7K4D0vS3,lonely,0.9695,0.9917,0.1628,0.9923,0.8892,0.8793,0.2103,0.9984,0.5907,0.4471
34,Mrs. GREEN APPLE,青と夏,Japan,5BC6kr6etk2Y9J62AyI4i3,lonely,0.9521,0.9634,0.353,0.8286,0.5984,0.2177,0.3757,0.9787,0.9509,0.6591
35,King & Prince,Theater,Japan,6iltt0n1DkQ0AtCcwxXNZJ,longing,0.3628,0.8739,0.429,0.7163,0.6743,0.7107,0.7365,0.4642,0.8398,0.6126
36,HANA,My Body,Japan,2AdYT7oPiAASC46qF43dia,sensual,0.8388,0.9015,0.5418,0.21,0.3196,0.0,0.5551,0.4007,0.9674,0.2906
37,sakanaction,Kaiju,Japan,6FhWelfRDMFZRtFUU6SIdC,lonely,0.3003,0.9677,0.1028,0.6236,0.5425,0.7439,0.335,0.9974,0.8292,0.5908
38,Mrs. GREEN APPLE,ケセラセラ,Japan,0teqQ0PYqVDyyXJuPOyMhu,lonely,0.9664,0.9537,0.3088,0.967,0.9489,0.7638,0.7887,0.9814,0.687,0.8765
39,back number,どうしてもどうしても,Japan,6hlYmR30RGaHIz4UlVOG2U,love,0.9039,0.8951,0.3842,0.3799,0.2254,0.0,0.1423,0.6843,0.4695,0.173
40,back number,ヒロイン,Japan,3hBAYbAECEix9raaTq8S3H,lonely,0.6429,0.8724,0.2282,0.8739,0.6525,0.3421,0.4025,0.9897,0.7673,0.1603
41,Snow Man,カリスマックス - CHARISMAX,Japan,76OElzXqlyLCdlSypwSKBy,love,0.9442,0.6396,0.5204,0.0,0.2448,0.0,0.6236,0.0,0.6889,0.342
42,Mrs. GREEN APPLE,クスシキ,Japan,57zS3lPil2VxdlBLXHu8l2,lonely,0.9025,0.9394,0.1118,0.8698,0.7162,0.4737,0.4247,0.943,0.7976,0.3177
43,CHANMINA,Never Grow Up,Japan,5aDgM8rYPT15CqjkN1EIKq,heartbreak,0.6332,0.7502,0.0,0.8004,0.5336,0.2204,0.0,0.6601,0.6436,0.0
44,natori,セレナーデ,Japan,0CWAQlHsvfqcKJVVz9up2R,longing,0.3157,0.9111,0.0,0.7897,0.3533,0.1718,0.7219,0.8029,0.599,0.2386
45,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,Japan,1CPZ5BxNNd0n0nF4Orb9JS,lonely,0.8064,0.9557,0.7701,0.5332,0.4801,0.1756,0.9468,0.9853,0.9182,0.3085
46,back number,恋,Japan,7f9DsQEsIoeTwKxV6shsom,longing,0.8586,0.8948,0.0,0.6363,0.3499,0.0,0.1097,0.8417,0.664,0.0
47,Lilas,恋風,Japan,3gw8n3DG28VaYGuVc3lqxl,lonely,0.9558,0.9797,0.0,0.7953,0.1012,0.0,0.486,0.9804,0.9689,0.0
48,HANA,Tiger,Japan,20VZXnRzvcS0qVMOThjjmM,anger,0.2065,0.7754,0.3692,0.4778,0.6443,0.0,0.6309,0.1408,0.6627,0.9598
49,CHANMINA,TEST ME,Japan,1chmVQLbEPT5890S0X55pe,heartbreak,0.1418,0.6273,0.0,0.9342,0.8848,0.8671,0.0,0.6095,0.1533,0.8765
50,Number_i,GOD_i,Japan,0burgYTcpItZGiRjvWhJjM,longing,0.907,0.9788,0.2936,0.8489,0.4232,0.2304,0.6176,0.3577,0.9324,0.4212
51,Number_i,LAVALAVA,Japan,7vgZhgyZBkGJvuh37tJnJo,sensual,0.7068,0.908,0.0,0.9788,0.6894,0.8781,0.0,0.3993,0.986,0.4204
52,HANA,Burning Flower,Japan,5a3s0iaDfGW06yLfwFnmT7,sensual,0.8931,0.6464,0.3366,0.0,0.0,0.0,0.7439,0.0,0.9483,0.4769
53,HANA,BAD LOVE,Japan,6M4fRouHq1Zxtl05ifoeAL,heartbreak,0.4257,0.7523,0.0,0.8818,0.7567,0.6345,0.0,0.6295,0.3386,0.5828
54,sakanaction,IRANAI,Japan,7lT3oj3gxE6AJb87ZK8up7,longing,0.0,0.9658,0.0,0.5043,0.2575,0.5005,0.0,0.911,0.7309,0.686
55,back number,君の恋人になったら,Japan,0k4KaqElLVjdR6sVHPTS6h,longing,0.8896,0.9626,0.2785,0.1498,0.1041,0.0,0.4353,0.744,0.9468,0.0
56,Mrs. GREEN APPLE,GOOD DAY,Japan,61UOoqGI1B9qdeD5Dzupyb,hope,0.3799,0.7988,0.2438,0.6413,0.447,0.3766,0.9416,0.1803,0.9354,0.1441
57,back number,瞬き,Japan,7hIfpcdUZcyCKHYy8gp49E,joy,0.7754,0.6679,0.9178,0.0,0.0,0.0,0.4773,0.723,0.8291,0.0
58,Remioromen,Sangatsu Kokonoka,Japan,4g066xFUp3cTUuTfOCPytT,sensual,0.3307,0.6815,0.2054,0.5504,0.5393,0.58,0.2669,0.1673,0.8727,0.8187
59,Sukima Switch,奏(かなで),Japan,5RbMlPFL4gVyEHW2lEOuzG,anger,0.8346,0.9282,0.588,0.9205,0.9036,0.7614,0.7097,0.1766,0.9666,0.9692
60,back number,幸せ,Japan,1YVuXOCjN1GkGYqZ8RCcF3,love,0.9565,0.8383,0.3561,0.4269,0.1879,0.0,0.4337,0.7926,0.7803,0.1754
61,Superfly,愛をこめて花束を,Japan,7CmWXD3w1xOO53AAO4LRVQ,sensual,0.9508,0.936,0.8155,0.0,0.1314,0.0,0.7633,0.2392,0.9811,0.0
62,IVE,BANG BANG,Japan,7pBE8YpFoZ9ankC2Ci5z9X,anger,0.309,0.4493,0.0,0.0,0.2927,0.0,0.0,0.0,0.7151,0.9733
63,back number,オールドファッション,Japan,0Xn30nT5EKFPsWvpiJ2Iav,sensual,0.2567,0.3289,0.0,0.0,0.0,0.0,0.0,0.0,0.7584,0.0
64,Aimyon,Marigold,Japan,2cKiHG16JBiqHdi7Llq0r7,longing,0.964,0.9781,0.7777,0.5952,0.6897,0.0,0.6447,0.5406,0.9773,0.0
65,=LOVE,劇薬中毒,Japan,6FomeOYunnOCSG2eqkaHn0,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Hearts2Hearts,RUDE!,Japan,0WA27lZzPKFJKAbiDRmQDc,sensual,0.1436,0.43,0.2716,0.0,0.1856,0.1147,0.1885,0.3453,0.7938,0.3563
67,Aimyon,愛を伝えたいだとか,Japan,0N8Xztr4pBHJ7V0moJWhbO,sensual,0.6009,0.8074,0.291,0.8295,0.676,0.632,0.7469,0.3218,0.949,0.9057
68,=LOVE,とくべチュ、して,Japan,2XS2jEncSJsetNZdVtlpeo,sensual,0.9707,0.9805,0.8413,0.3843,0.3692,0.1295,0.9116,0.4121,0.992,0.1184
69,M!LK,E Jan,Japan,0jj4mLjwYcos3PPzjQwVzh,love,0.8466,0.5414,0.6266,0.816,0.7285,0.2836,0.6607,0.1534,0.8014,0.0
70,BellyJay,MONTAGEM HIKARI,Japan,0XqgE9UN4MCo5ooIwUYm7l,sensual,0.4668,0.8072,0.2383,0.4374,0.2147,0.3447,0.4046,0.2248,0.9181,0.761
71,KANA-BOON,シルエット,Japan,1di1C0QI6Y92yZPYn6XYAZ,longing,0.588,0.885,0.2835,0.3659,0.4508,0.1183,0.769,0.6397,0.7704,0.1876
72,Aimyon,君はロックを聴かない,Japan,59eluCMn0XbOWqeWQ91FTM,sensual,0.5015,0.7535,0.2284,0.5571,0.4494,0.4377,0.4206,0.104,0.908,0.8957
73,Mrs. GREEN APPLE,インフェルノ,Japan,2vOAHp8PBBFYqvQUWSoITY,sensual,0.2327,0.3896,0.141,0.3258,0.1365,0.0,0.2792,0.6366,0.8327,0.167
74,Macaroni Empitsu,恋人ごっこ,Japan,2SihT7AVMiI2VtaAyVIcnO,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Snow Man,オドロウゼ！,Japan,0MV9cdI2SS1s0tIkl9fTR8,longing,0.6027,0.9845,0.7935,0.0,0.0,0.0,0.9476,0.0,0.9781,0.1118
76,Fujii Kaze,Kirari,Japan,3L7ISJTvKx56uhsF28aJ4p,lonely,0.9571,0.8827,0.5862,0.6216,0.4954,0.0,0.7789,0.9954,0.9236,0.0
77,yangskinny,Setsugekka,Japan,21UVLrJ0yuJ6CGeElXMG0C,unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,SPITZ,楓,Japan,0b7IBgZjedM53ufZV4f4CL,longing,0.9326,0.9773,0.5783,0.8795,0.8522,0.3699,0.8601,0.9122,0.8251,0.1114
79,SPITZ,チェリー,Japan,1ihCiJaXRl4f6Sy4LJov5z,longing,0.2003,0.8711,0.0,0.636,0.2912,0.0,0.0,0.2224,0.5456,0.1431
80,XG,HYPNOTIZE,Japan,3fEX9NgOeklq816Fw00uoo,sensual,0.4992,0.6912,0.3306,0.0,0.163,0.1565,0.2412,0.0,0.9465,0.0
81,OFFICIAL HIGE DANDISM,Pretender,Japan,15HNdxGKNCIO9pgaY4n7FU,love,0.9639,0.873,0.2451,0.9429,0.94,0.2651,0.1117,0.8965,0.8566,0.0
82,Mrs. GREEN APPLE,ダンスホール,Japan,4QIKSlDV5YIjr0kqT1Ad32,anger,0.941,0.6529,0.6851,0.7365,0.2298,0.0,0.8415,0.2454,0.6815,0.9482
83,Yorushika,晴る,Japan,6kFIakexzgsZwsfWDmb36o,heartbreak,0.5274,0.9673,0.2933,0.9944,0.8471,0.9559,0.3352,0.9384,0.9475,0.7653
84,Kenshi Yonezu,アイネクライネ,Japan,45YBVp6zMwQZRbUDcPzmMB,longing,0.4461,0.8852,0.0,0.8509,0.8553,0.2684,0.1496,0.6,0.553,0.6058
85,Yuuri,ドライフラワー,Japan,4kPlQKwtPrnqLgrmmKFSlA,heartbreak,0.0,0.5483,0.0,0.5946,0.4,0.1693,0.0,0.5748,0.5184,0.0
86,back number,怪盗,Japan,014Dp0tBp4d9uuFAvH1mlc,sensual,0.7973,0.6581,0.605,0.0,0.0,0.0,0.7313,0.3512,0.9609,0.0
87,Mrs. GREEN APPLE,春愁,Japan,5SHguvOUbyPTINNjCvRo8K,sensual,0.8119,0.5521,0.4991,0.2349,0.3991,0.0,0.6208,0.5125,0.8972,0.3491
88,Macaroni Empitsu,なんでもないよ、,Japan,5W7Y92LB4jWvu9NeEQ0GZl,lonely,0.0,0.9251,0.0,0.4373,0.4415,0.8241,0.7193,0.9826,0.8085,0.6215
89,Omoinotake,幾億光年,Japan,5Ak1F5nGzM4KRhE0H1Q3CP,love,0.9212,0.7935,0.4786,0.713,0.7142,0.5207,0.5536,0.5199,0.837,0.8951
90,King Gnu,白日,Japan,172fMG26G2OoEzzg0wn26r,longing,0.0,0.7964,0.0,0.4767,0.563,0.6933,0.5295,0.5541,0.4808,0.4795
91,Mr.Children,HANABI,Japan,77lmDcPPyY6kK907gdgC6i,longing,0.8413,0.9034,0.0,0.8626,0.6453,0.7197,0.5405,0.8836,0.5303,0.1363
92,RADWIMPS,Seikai,Japan,6vg9UGXRVL4YKNVqVMmOKF,lonely,0.3442,0.4693,0.3273,0.3555,0.2533,0.117,0.2405,0.8855,0.3801,0.1237
93,RADWIMPS,me me she,Japan,0BYa5V0RyOYthDeCMUBJQZ,love,0.9896,0.8051,0.1226,0.6641,0.1882,0.0,0.3067,0.9265,0.4912,0.0
94,CHANMINA,B-list,Japan,0mBPNrXQjNv3NfzqrljAZZ,sensual,0.8449,0.9143,0.2946,0.9255,0.8571,0.9047,0.9473,0.9209,0.9489,0.9145
